id,name,features
72489,Ninja Assassin (2009),Action|Crime|Drama|Thriller
114265,Laggies (2014),Comedy|Romance
6615,Freddy vs. Jason (2003),Action|Horror|Thriller
7092,Anna Karenina (1935),Drama|Romance
93723,Damsels in Distress (2011),Comedy|Romance
2511,"Long Goodbye, The (1973)",Crime|Film-Noir
123545,The Blue Lagoon (1949),Drama|Romance
95875,Total Recall (2012),Action|Sci-Fi|Thriller
25927,"Stranger, The (1946)",Drama|Film-Noir|Thriller
4821,Joy Ride (2001),Adventure|Thriller
89804,"Ides of March, The (2011)",Drama
177593,"Three Billboards Outside Ebbing, Missouri (2017)",Crime|Drama
72737,"Princess and the Frog, The (2009)",Animation|Children|Fantasy|Musical|Romance
8677,Flash Gordon Conquers the Universe (1940),Action|Sci-Fi
4292,Norma Rae (1979),Drama
2989,For Your Eyes Only (1981),Action|Adventure|Thriller
5984,"Story of O, The (Histoire d'O) (1975)",Drama|Romance
96283,Diary of a Wimpy Kid: Dog Days (2012),Children|Comedy
5986,Fat City (1972),Drama
1388,Jaws 2 (1978),Horror|Thriller
2540,"Corruptor, The (1999)",Action|Crime|Drama|Thriller
4719,Osmosis Jones (2001),Action|Animation|Comedy|Crime|Drama|Romance|Thriller
79684,Paper Man (2009),Comedy|Drama
47261,"Night Listener, The (2006)",Fantasy|Mystery|Thriller
4622,Loverboy (1989),Comedy
2550,"Haunting, The (1963)",Horror|Thriller
106002,Ender's Game (2013),Action|Adventure|Sci-Fi|IMAX
4012,Punchline (1988),Comedy|Drama
4722,All Over the Guy (2001),Comedy
5853,Scanners (1981),Horror|Sci-Fi|Thriller
694,"Substitute, The (1996)",Action|Crime|Drama
87834,My Life as McDull (Mak dau goo si) (2001),Animation|Comedy|Drama
90863,George Harrison: Living in the Material World (2011),Documentary
100507,21 and Over (2013),Comedy
11,"American President, The (1995)",Comedy|Drama|Romance
109633,"Garden of Words, The (Koto no ha no niwa) (2013)",Animation|Romance
172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller
5292,Slap Shot (1977),Comedy
7932,Dark Days (2000),Documentary
5451,Pumpkin (2002),Comedy|Drama|Romance
5630,Red Dragon (2002),Crime|Mystery|Thriller
5424,Harvard Man (2001),Crime|Drama|Romance|Thriller
66511,Berlin Calling (2008),Comedy|Drama
162590,Bridget Jones's Baby (2016),Comedy|Romance
3499,Misery (1990),Drama|Horror|Thriller
104337,Lee Daniels' The Butler (2013),Drama
2804,"Christmas Story, A (1983)",Children|Comedy
157432,Precious Cargo (2016),Action|Crime
173205,The Meyerowitz Stories (2017),Comedy
58998,Forgetting Sarah Marshall (2008),Comedy|Romance
50802,Because I Said So (2007),Comedy|Drama|Romance
6638,Valley Girl (1983),Comedy|Romance
1398,In Love and War (1996),Romance|War
52579,"Vie en Rose, La (Môme, La) (2007)",Drama|Musical
4154,Recess: School's Out (2001),Animation|Children
1955,Kramer vs. Kramer (1979),Drama
3363,American Graffiti (1973),Comedy|Drama
108,Catwalk (1996),Documentary
53450,"Legend of Sleepy Hollow, The (1980)",Comedy|Fantasy|Horror
111617,Blended (2014),Comedy
7007,"Last Boy Scout, The (1991)",Action|Comedy|Crime|Drama|Thriller
3169,The Falcon and the Snowman (1985),Crime|Drama|Thriller
60735,Shotgun Stories (2007),Drama|Thriller
5501,"Master of Disguise, The (2002)",Comedy|Mystery
4123,Ishtar (1987),Comedy
1396,Sneakers (1992),Action|Comedy|Crime|Drama|Sci-Fi
100611,Escape from Planet Earth (2013),Adventure|Animation|Comedy|Sci-Fi
43,Restoration (1995),Drama
4822,Max Keeble's Big Move (2001),Children|Comedy
6510,"Bodies, Rest & Motion (1993)",Drama|Romance
110718,Fading Gigolo (2013),Comedy
2609,"King of Masks, The (Bian Lian) (1996)",Drama
5817,Ararat (2002),Drama|War
4077,"With a Friend Like Harry... (Harry, un ami qui vous veut du bien) (2000)",Drama|Thriller
1572,"Contempt (Mépris, Le) (1963)",Drama
4018,What Women Want (2000),Comedy|Romance
3095,"Grapes of Wrath, The (1940)",Drama
3709,Sleepwalkers (1992),Horror
4541,"Serpent and the Rainbow, The (1988)",Horror
91628,New Year's Eve (2011),Comedy|Romance
140038,Madly in Love (1981),Comedy
157865,Ratchet & Clank (2016),Action|Adventure|Animation|Children|Comedy|Sci-Fi
357,Four Weddings and a Funeral (1994),Comedy|Romance
78209,Get Him to the Greek (2010),Comedy
6902,Interstate 60 (2002),Adventure|Comedy|Drama|Fantasy|Mystery|Sci-Fi|Thriller
2046,Flight of the Navigator (1986),Adventure|Children|Sci-Fi
1440,Amos & Andrew (1993),Comedy
152081,Zootopia (2016),Action|Adventure|Animation|Children|Comedy
7443,This So-Called Disaster (2003),Documentary
3442,Band of the Hand (1986),Action|Crime|Drama
148424,Chi-Raq (2015),Comedy|Drama
133115,We Could Be King (2014),Documentary
57526,Untraceable (2008),Crime|Thriller
4251,Chopper (2000),Drama|Thriller
4202,Fuzz (1972),Drama
105,"Bridges of Madison County, The (1995)",Drama|Romance
3016,Creepshow (1982),Horror
3586,The Idolmaker (1980),Drama|Romance
6857,Ninja Scroll (Jûbei ninpûchô) (1995),Action|Adventure|Animation|Fantasy
126430,The Pacific (2010),Action|Adventure|Drama|War
100194,Jim Jefferies: Fully Functional (EPIX) (2012),Comedy
4235,Amores Perros (Love's a Bitch) (2000),Drama|Thriller
2248,Say Anything... (1989),Comedy|Drama|Romance
37736,Oliver Twist (2005),Drama
1518,Breakdown (1997),Action|Thriller
8137,"Wasp Woman, The (1959)",Horror|Sci-Fi
1040,"Secret Agent, The (1996)",Drama
67508,"Baader Meinhof Komplex, Der (2008)",Action|Crime|Drama|Thriller
1580,Men in Black (a.k.a. MIB) (1997),Action|Comedy|Sci-Fi
2568,"Mod Squad, The (1999)",Action|Crime
6816,Three O'Clock High (1987),Comedy
81834,Harry Potter and the Deathly Hallows: Part 1 (2010),Action|Adventure|Fantasy|IMAX
105954,All Is Lost (2013),Action|Adventure|Drama
122890,Warcraft (2016),Action|Adventure|Fantasy
135885,Absolutely Anything (2015),Comedy|Sci-Fi
142424,Into the Forest (2015),Drama|Sci-Fi
8033,How to Steal a Million (1966),Comedy|Crime|Romance
7616,Body Double (1984),Mystery|Thriller
1665,Bean (1997),Comedy
2829,"Muse, The (1999)",Comedy
2160,Rosemary's Baby (1968),Drama|Horror|Thriller
2389,Psycho (1998),Crime|Horror|Thriller
4728,Rat Race (2001),Comedy
128914,Tom Segura: Completely Normal (2014),Comedy
52967,Away from Her (2006),Drama
283,New Jersey Drive (1995),Crime|Drama
8771,Sherlock Holmes: Terror by Night (1946),Crime|Mystery|Thriller
6013,Kangaroo Jack (2003),Action|Comedy
80463,"Social Network, The (2010)",Drama
62344,Rachel Getting Married (2008),Drama|Romance
99813,"Batman: The Dark Knight Returns, Part 2 (2013)",Action|Animation
7647,Noises Off... (1992),Comedy
8142,Dead or Alive: Hanzaisha (1999),Action|Crime
1564,For Roseanna (Roseanna's Grave) (1997),Comedy|Drama|Romance
6350,Laputa: Castle in the Sky (Tenkû no shiro Rapyuta) (1986),Action|Adventure|Animation|Children|Fantasy|Sci-Fi
26150,Andrei Rublev (Andrey Rublyov) (1969),Drama|War
77931,Stingray Sam (2009),Comedy|Musical|Sci-Fi|Western
69746,Watchmen: Tales of the Black Freighter (2009),Action|Adventure|Animation|Horror
32213,Cube Zero (2004),Horror|Mystery|Sci-Fi|Thriller
53453,Starcrash (a.k.a. Star Crash) (1978),Action|Adventure|Fantasy|Sci-Fi
1769,"Replacement Killers, The (1998)",Action|Crime|Thriller
162,Crumb (1994),Documentary
162478,Masterminds (2016),Action|Comedy|Crime
27513,Dog Days (Hundstage) (2001),Drama
112727,Deliver Us from Evil (2014),Crime|Horror|Thriller
1391,Mars Attacks! (1996),Action|Comedy|Sci-Fi
3217,"Star Is Born, A (1937)",Drama
113350,I'll Follow You Down (2013),Drama|Mystery|Sci-Fi
8225,Night of the Living Dead (1990),Horror
4217,4 Little Girls (1997),Documentary
81819,Biutiful (2010),Drama
4238,Along Came a Spider (2001),Action|Crime|Mystery|Thriller
98203,"Twilight Saga: Breaking Dawn - Part 2, The (2012)",Adventure|Drama|Fantasy|Romance|IMAX
94018,Battleship (2012),Action|Sci-Fi|Thriller|IMAX
66371,Departures (Okuribito) (2008),Drama
6033,Mystery Date (1991),Comedy
152077,10 Cloverfield Lane (2016),Thriller
5646,Valmont (1989),Drama|Romance
3326,What Planet Are You From? (2000),Comedy|Sci-Fi
27778,Ginger Snaps Back: The Beginning (2004),Fantasy|Horror
124851,Delirium (2014),Adventure|Romance|Sci-Fi
5635,"Man from Elysian Fields, The (2001)",Drama
160422,The Wooden Horse (1950),Drama|War
3792,Duel in the Sun (1946),Drama|Romance|Western
45722,Pirates of the Caribbean: Dead Man's Chest (2006),Action|Adventure|Fantasy
2417,Heartburn (1986),Comedy|Drama
140541,The Electric Hotel (1908),Animation|Comedy|Sci-Fi
3130,Bonfire of the Vanities (1990),Comedy|Crime|Drama
6588,And Now... Ladies and Gentlemen... (2002),Romance|Thriller
4621,Look Who's Talking (1989),Comedy|Romance
3843,Sleepaway Camp (1983),Horror
94833,"Pirates! Band of Misfits, The (2012)",Adventure|Animation|Children|Comedy
74868,Dorian Gray (2009),Drama|Horror|Sci-Fi
173235,Tokyo Idols (2017),Documentary
3599,Anchors Aweigh (1945),Comedy|Musical
7419,After Hours (1985),Comedy|Thriller
6254,"Awful Truth, The (1937)",Comedy|Romance
151317,Maggie's Plan (2015),Comedy
174551,Obsession (1965),Comedy
7153,"Lord of the Rings: The Return of the King, The (2003)",Action|Adventure|Drama|Fantasy
161830,Body (2015),Drama|Horror|Thriller
8387,Police Academy: Mission to Moscow (1994),Comedy|Crime
6407,"Walk, Don't Run (1966)",Comedy|Romance
3529,"Postman Always Rings Twice, The (1981)",Crime|Thriller
103027,Much Ado About Nothing (2012),Comedy|Drama|Romance
44974,Hard Candy (2005),Drama|Thriller
131023,That Sugar Film (2014),Documentary
4055,Panic (2000),Drama
3455,Buddy Boy (1999),Drama|Thriller
26142,Major Dundee (1965),Adventure|War|Western
50068,Letters from Iwo Jima (2006),Drama|War
55,Georgia (1995),Drama
5267,"Rookie, The (2002)",Drama
113416,Revenge of the Green Dragons (2014),Action|Crime|Drama
1496,Anna Karenina (1997),Drama|Romance
5460,"Powerpuff Girls, The (2002)",Action|Animation|Children|Comedy
86279,Into Eternity (2010),Documentary
1032,Alice in Wonderland (1951),Adventure|Animation|Children|Fantasy|Musical
52435,How the Grinch Stole Christmas! (1966),Animation|Comedy|Fantasy|Musical
94323,Think Like a Man (2012),Comedy
6234,Equus (1977),Drama|Mystery
59667,Nina's Heavenly Delights (2006),Comedy
85025,"Eagle, The (2011)",Adventure|Drama
34271,Hustle & Flow (2005),Crime|Drama
2381,Police Academy 4: Citizens on Patrol (1987),Comedy|Crime
97188,Sinister (2012),Horror|Thriller
4750,3 Ninjas Knuckle Up (1995),Action|Children
2007,Polish Wedding (1998),Comedy
114678,Hector and the Search for Happiness (2014),Adventure|Comedy|Drama
4439,Christiane F. (a.k.a. We Children from Bahnhof Zoo) (Christiane F. - Wir Kinder vom Bahnhof Zoo) (1981),Drama
44241,Leprechaun 3 (1995),Comedy|Fantasy|Horror
4785,"Great Silence, The (Grande silenzio, Il) (1969)",Drama|Western
53326,Them (Ils) (2006),Horror
1266,Unforgiven (1992),Drama|Western
2966,"Straight Story, The (1999)",Adventure|Drama
135133,The Hunger Games: Mockingjay - Part 2 (2015),Adventure|Sci-Fi
122922,Doctor Strange (2016),Action|Adventure|Sci-Fi
2023,"Godfather: Part III, The (1990)",Crime|Drama|Mystery|Thriller
62662,Tokyo-Ga (1985),Documentary
2810,Perfect Blue (1997),Animation|Horror|Mystery|Thriller
7325,Starsky & Hutch (2004),Action|Comedy|Crime|Thriller
104,Happy Gilmore (1996),Comedy
3301,"Whole Nine Yards, The (2000)",Comedy|Crime
2013,"Poseidon Adventure, The (1972)",Action|Adventure|Drama
48774,Children of Men (2006),Action|Adventure|Drama|Sci-Fi|Thriller
6814,City Heat (1984),Action|Comedy
43396,"World's Fastest Indian, The (2005)",Drama
93040,"Civil War, The (1990)",Documentary|War
1964,Klute (1971),Drama|Mystery
7786,Genghis Blues (1999),Documentary
8331,"Man Who Came to Dinner, The (1942)",Comedy
155774,Neon Bull (2015),Adventure
65682,Underworld: Rise of the Lycans (2009),Action|Fantasy|Horror|Thriller
41285,Match Point (2005),Crime|Drama|Romance
46865,Little Man (2006),Comedy
27618,"Sound of Thunder, A (2005)",Action|Adventure|Drama|Sci-Fi|Thriller
2135,Doctor Dolittle (1967),Adventure|Children|Musical
201,Three Wishes (1995),Drama|Fantasy
6368,Cinemania (2002),Documentary
141544,Turbo Kid (2015),Action|Adventure|Sci-Fi
2269,Indecent Proposal (1993),Drama|Romance
68872,Paisan (Paisà) (1946),Drama|War
522,Romper Stomper (1992),Action|Drama
6410,Car Wash (1976),Comedy
55241,Mr. Woodcock (2007),Comedy
95449,Magic Mike (2012),Drama|Romance
1259,Stand by Me (1986),Adventure|Drama
7282,"Hip Hop Witch, Da (2000)",Comedy|Horror|Thriller
2171,Next Stop Wonderland (1998),Comedy|Drama|Romance
4441,Game of Death (1978),Action
4081,Back to the Beach (1987),Comedy
122898,Justice League (2017),Action|Adventure|Sci-Fi
55280,Lars and the Real Girl (2007),Comedy|Drama
103372,"Heat, The (2013)",Action|Comedy|Crime
46723,Babel (2006),Drama|Thriller
89,Nick of Time (1995),Action|Thriller
129937,Run All Night (2015),Action|Crime|Drama|Thriller
72624,Garage (2007),Drama
84187,Evangelion: 2.0 You Can (Not) Advance (Evangerion shin gekijôban: Ha) (2009),Action|Animation|Drama|Sci-Fi
94478,Dark Shadows (2012),Comedy|Horror|IMAX
49735,Another Gay Movie (2006),Comedy
2606,Idle Hands (1999),Comedy|Horror
3686,Flatliners (1990),Horror|Sci-Fi|Thriller
8578,Undead (2003),Action|Comedy|Horror|Sci-Fi
145283,Nowitzki: The Perfect Shot (2014),Documentary
167706,Shakespeare Behind Bars (2005),Documentary
1655,Phantoms (1998),Drama|Horror|Thriller
71211,"Informant!, The (2009)",Comedy|Crime|Drama|Thriller
4040,Don't Tell Mom the Babysitter's Dead (1991),Comedy
85,Angels and Insects (1995),Drama|Romance
102590,Darkon (2006),Documentary|Fantasy
2366,King Kong (1933),Action|Adventure|Fantasy|Horror
1502,Kissed (1996),Drama|Romance
25841,Stage Door (1937),Drama
82767,Rabbit Hole (2010),Drama
193573,Love Live! The School Idol Movie (2015),Animation
372,Reality Bites (1994),Comedy|Drama|Romance
4641,Ghost World (2001),Comedy|Drama
117531,Watermark (2014),Documentary
932,"Affair to Remember, An (1957)",Drama|Romance
1271,Fried Green Tomatoes (1991),Comedy|Crime|Drama
141994,Saving Christmas (2014),Children|Comedy
5497,Our Man Flint (1965),Adventure|Comedy|Sci-Fi
2819,Three Days of the Condor (3 Days of the Condor) (1975),Drama|Mystery|Romance|Thriller
2203,Shadow of a Doubt (1943),Crime|Drama|Thriller
59369,Taken (2008),Action|Crime|Drama|Thriller
25962,King Solomon's Mines (1950),Action|Adventure|Romance
162350,The Magnificent Seven (2016),Action|Western
6163,He Loves Me... He Loves Me Not (À la folie... pas du tout) (2002),Romance|Thriller
1762,Deep Rising (1998),Action|Horror|Sci-Fi
7993,"Bucket Of Blood, A (1959)",Comedy|Horror
43928,Ultraviolet (2006),Action|Fantasy|Sci-Fi|Thriller
6385,Whale Rider (2002),Drama
4142,Left Behind: The Movie (2000),Action|Adventure|Drama|Thriller
6424,Oscar (1991),Comedy|Crime|Mystery|Romance
175197,The Dark Tower (2017),Fantasy|Horror|Sci-Fi|Western
175743,Self-criticism of a Bourgeois Dog (2017),Comedy
3604,Gypsy (1962),Musical
3308,"Flamingo Kid, The (1984)",Comedy|Drama
87192,Attack the Block (2011),Action|Comedy|Sci-Fi
3932,"Invisible Man, The (1933)",Horror|Sci-Fi
94810,Eva (2011),Drama|Fantasy|Sci-Fi
8714,Night and Day (1946),Drama|Musical
4545,Short Circuit (1986),Comedy|Sci-Fi
363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",Documentary
111800,G.B.F. (2013),Comedy
148709,Mojave (2015),Thriller
2863,"Hard Day's Night, A (1964)",Adventure|Comedy|Musical
105197,Nebraska (2013),Adventure|Drama
95207,Abraham Lincoln: Vampire Hunter (2012),Action|Fantasy|Horror|Thriller
61073,Hell Ride (2008),Action|Drama|Thriller
2042,D2: The Mighty Ducks (1994),Children|Comedy
4487,Cocktail (1988),Drama|Romance
2514,Pet Sematary II (1992),Comedy|Horror
88593,"Yellow Sea, The (a.k.a. The Murderer) (Hwanghae) (2010)",Crime|Drama|Thriller
45635,"Notorious Bettie Page, The (2005)",Drama
52973,Knocked Up (2007),Comedy|Drama|Romance
2327,Tales from the Darkside: The Movie (1990),Fantasy|Horror|Thriller
6386,Nevada Smith (1966),Western
3859,"Eyes of Tammy Faye, The (2000)",Documentary
112334,"Internet's Own Boy: The Story of Aaron Swartz, The (2014)",Documentary
393,Street Fighter (1994),Action|Adventure|Fantasy
66544,Nuremberg (2000),Drama|War
3102,Jagged Edge (1985),Crime|Romance|Thriller
2310,"Mighty, The (1998)",Drama
67186,"Haunting in Connecticut, The (2009)",Horror|Thriller
69524,Raiders of the Lost Ark: The Adaptation (1989),Action|Adventure|Thriller
149011,He Never Died (2015),Comedy|Drama|Horror
107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical
6603,"Double Life, A (1947)",Crime|Drama|Film-Noir
2924,Drunken Master (Jui kuen) (1978),Action|Comedy
3271,Of Mice and Men (1992),Drama
112580,"Angriest Man in Brooklyn, The (2014)",Comedy|Drama
130842,Power/Rangers (2015),Action|Adventure|Sci-Fi
6145,Venom (1982),Horror|Thriller
71745,Where the Wild Things Are (2009),Adventure|Children|Drama|Fantasy|IMAX
1024,"Three Caballeros, The (1945)",Animation|Children|Musical
6345,"Chorus Line, A (1985)",Comedy|Drama|Musical
1940,Gentleman's Agreement (1947),Drama
6238,Green Card (1990),Comedy|Drama|Romance
7375,"Prince & Me, The (2004)",Comedy|Romance
346,Backbeat (1993),Drama|Musical
50610,Beer League (2006),Comedy
36477,"Baxter, The (2005)",Comedy|Drama|Romance
139717,10 Cent Pistol (2015),Crime|Thriller
2114,"Outsiders, The (1983)",Drama
1261,Evil Dead II (Dead by Dawn) (1987),Action|Comedy|Fantasy|Horror
307,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama
1006,"Chamber, The (1996)",Drama
1585,Love Serenade (1996),Comedy
91470,Violet & Daisy (2011),Action|Drama
6695,Jeepers Creepers 2 (2003),Horror|Thriller
120807,John Mulaney: New In Town (2012),Comedy
3106,Come See the Paradise (1990),Drama|Romance
64614,Gran Torino (2008),Crime|Drama
110591,Oculus (2013),Horror
7650,"Witchfinder General (Conquerer Worm, The) (1968)",Horror
106918,"Secret Life of Walter Mitty, The (2013)",Adventure|Comedy|Drama
1037,"Lawnmower Man, The (1992)",Action|Horror|Sci-Fi|Thriller
181413,Too Funny to Fail: The Life and Death of The Dana Carvey Show (2017),(no genres listed)
86833,Bridesmaids (2011),Comedy
5109,Return to Never Land (2002),Adventure|Animation|Children
3592,"Time Masters (Maîtres du temps, Les) (1982)",Animation|Sci-Fi
7080,42nd Street (1933),Drama|Musical|Romance
848,"Spitfire Grill, The (1996)",Drama
8840,Who's That Knocking at My Door? (1967),Drama
3513,Rules of Engagement (2000),Drama|Thriller
117364,Virunga (2014),Documentary|War
6434,"Objective, Burma! (1945)",War
116413,Life Partners (2014),Comedy|Romance
60753,Felon (2008),Crime|Drama
1415,"Thieves (Voleurs, Les) (1996)",Crime|Drama|Romance
171251,"Nobody Speak: Hulk Hogan, Gawker and Trials of a Free Press (2017)",Documentary
416,Bad Girls (1994),Western
106883,All is Bright (2013),Comedy|Drama
126142,The Cave of the Golden Rose (1991),Adventure|Children|Fantasy
50923,"Astronaut Farmer, The (2007)",Drama
290,Once Were Warriors (1994),Crime|Drama
93766,Wrath of the Titans (2012),Action|Adventure|Fantasy|IMAX
160569,Ice Age: Collision Course (2016),Adventure|Animation|Children|Comedy
55721,Elite Squad (Tropa de Elite) (2007),Action|Crime|Drama|Thriller
30892,In the Realms of the Unreal (2004),Animation|Documentary
2137,Charlotte's Web (1973),Animation|Children
128512,Paper Towns (2015),Drama|Mystery|Romance
5556,FearDotCom (a.k.a. Fear.com) (a.k.a. Fear Dot Com) (2002),Crime|Horror|Thriller
118354,Kill the Messenger (2014),Crime|Drama|Mystery|Thriller
6958,"Haunted Mansion, The (2003)",Children|Comedy|Fantasy|Horror
3378,"Ogre, The (Unhold, Der) (1996)",Drama
680,"Alphaville (Alphaville, une étrange aventure de Lemmy Caution) (1965)",Drama|Mystery|Romance|Sci-Fi|Thriller
81591,Black Swan (2010),Drama|Thriller
8057,Sweet Bird of Youth (1962),Drama
360,I Love Trouble (1994),Action|Comedy
158,Casper (1995),Adventure|Children
42422,Voices of a Distant Star (Hoshi no koe) (2003),Animation|Drama|Romance|Sci-Fi
79798,I Killed My Mother (J'ai tué ma mère) (2009),Drama
118,If Lucy Fell (1996),Comedy|Romance
111443,Chef (2014),Comedy
5919,Android (1982),Sci-Fi
98154,Lincoln (2012),Drama|War
5021,Murder by Death (1976),Comedy|Crime|Mystery|Thriller
5080,Slackers (2002),Comedy
68848,"Brothers Bloom, The (2008)",Adventure|Comedy|Crime|Romance
1625,"Game, The (1997)",Drama|Mystery|Thriller
71732,I Sell the Dead (2008),Comedy|Horror
32009,Tyler Perry's Diary of a Mad Black Woman (2005),Comedy|Drama|Romance
85881,Win Win (2011),Comedy|Drama
175475,The Emoji Movie (2017),Animation|Children|Comedy
3692,Class of Nuke 'Em High (1986),Comedy|Horror
3669,Stay Tuned (1992),Comedy
4831,Can't Stop the Music (1980),Comedy|Musical
8405,Hour of the Wolf (Vargtimmen) (1968),Drama|Horror
2320,Apt Pupil (1998),Drama|Thriller
5013,Gosford Park (2001),Comedy|Drama|Mystery
112171,"Equalizer, The (2014)",Action|Crime|Thriller
3963,"Unsinkable Molly Brown, The (1964)",Musical
84844,Brother 2 (Brat 2) (2000),Crime|Drama
888,Land Before Time III: The Time of the Great Giving (1995),Adventure|Animation|Children|Musical
71464,"Serious Man, A (2009)",Comedy|Drama
7976,Ken Park (2002),Drama
1676,Starship Troopers (1997),Action|Sci-Fi
5604,"Man in the White Suit, The (1951)",Comedy|Sci-Fi
58293,"10,000 BC (2008)",Adventure|Romance|Thriller
184253,The Cloverfield Paradox (2018),Horror|Mystery|Sci-Fi|Thriller
81156,Jackass 3D (2010),Action|Comedy|Documentary
4369,"Fast and the Furious, The (2001)",Action|Crime|Thriller
100,City Hall (1996),Drama|Thriller
87304,Beginners (2010),Drama
353,"Crow, The (1994)",Action|Crime|Fantasy|Thriller
45648,Game 6 (2005),Comedy|Drama
36,Dead Man Walking (1995),Crime|Drama
512,"Puppet Masters, The (1994)",Horror|Sci-Fi
71264,Cloudy with a Chance of Meatballs (2009),Animation|Children|Fantasy|IMAX
143511,Human (2015),Documentary
3393,Date with an Angel (1987),Comedy|Fantasy|Romance
1447,Gridlock'd (1997),Crime
8577,Comandante (2003),Documentary
73681,"Concert, Le (2009)",Comedy|Drama
3641,"Woman of Paris, A (1923)",Drama
6332,"Lizzie McGuire Movie, The (2003)",Children|Comedy|Romance
26645,Life Is a Long Quiet River (La vie est un long fleuve tranquille) (1988),Comedy
103810,Red 2 (2013),Action|Comedy|Crime|Thriller
2037,Candleshoe (1977),Adventure|Children|Comedy
358,Higher Learning (1995),Drama
2358,Savior (1998),Drama|War
2858,American Beauty (1999),Drama|Romance
4111,Gardens of Stone (1987),Drama|War
35347,Animal Farm (1954),Animation|Drama
2392,Jack Frost (1998),Children|Comedy|Drama
580,Princess Caraboo (1994),Drama
4010,Brewster's Millions (1985),Comedy
26681,Bullet in the Head (1990),Action|Drama|War
315,"Specialist, The (1994)",Action|Drama|Thriller
4022,Cast Away (2000),Drama
3054,Pokémon: The First Movie (1998),Adventure|Animation|Children|Fantasy|Sci-Fi
2324,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama|Romance|War
32743,Ringu 0: Bâsudei (2000),Drama|Horror|Thriller
26347,"Irony of Fate, or Enjoy Your Bath! (Ironiya sudby, ili S legkim parom!) (1975)",Comedy|Drama|Romance
4321,City Slickers (1991),Comedy|Western
50147,Black Christmas (2006),Action|Horror|Thriller
118082,The Voices (2014),Comedy|Crime|Thriller
104141,Batman: Mystery of the Batwoman (2003),Action|Animation|Children|Crime
32243,Stealing Rembrandt (Rembrandt) (2003),Action|Comedy|Crime
5218,Ice Age (2002),Adventure|Animation|Children|Comedy
3855,"Affair of Love, An (Liaison pornographique, Une) (1999)",Drama|Romance
1620,Kiss the Girls (1997),Crime|Drama|Mystery|Thriller
5863,Take This Job and Shove It (1981),Comedy
2325,Orgazmo (1997),Comedy
40870,C.R.A.Z.Y. (2005),Drama
3073,"Sandpiper, The (1965)",Drama|Romance
2860,Blue Streak (1999),Comedy
5909,Visitor Q (Bizita Q) (2001),Comedy|Drama|Horror
4546,"Vanishing, The (Spoorloos) (1988)",Drama|Thriller
25887,Tales of Manhattan (1942),Comedy|Drama
7154,Mona Lisa Smile (2003),Drama|Romance
2273,Rush Hour (1998),Action|Comedy|Crime|Thriller
2801,Oscar and Lucinda (a.k.a. Oscar & Lucinda) (1997),Drama|Romance
57528,Rambo (Rambo 4) (2008),Action|Drama|Thriller|War
4367,Lara Croft: Tomb Raider (2001),Action|Adventure
2041,Condorman (1981),Action|Adventure|Children|Comedy
122,Boomerang (1992),Comedy|Romance
27784,One Missed Call (Chakushin ari) (2003),Horror|Mystery
60904,Heart of a Dog (Sobachye serdtse) (1988),Comedy|Drama|Sci-Fi
1934,You Can't Take It with You (1938),Comedy|Romance
8982,I Am David (2003),Drama
68073,Pirate Radio (2009),Comedy|Drama
2988,Melvin and Howard (1980),Drama
389,"Colonel Chabert, Le (1994)",Drama|Romance|War
5069,Escaflowne: The Movie (Escaflowne) (2000),Action|Adventure|Animation|Drama|Fantasy
